1,0.0,0.0,0.0
51,0.0,0.0,0.0
101,0.0,0.0,0.0
151,0.0,0.0,0.0
201,0.0,0.0,0.0
251,0.0,0.0,0.0
301,0.0,0.0,0.0
351,0.0,0.0,0.0
401,0.0,0.0,0.0
451,0.0,0.0,0.0
501,0.0,0.0,0.0
551,0.0,0.0,0.0
601,0.0,0.0,0.0
651,0.0,0.0,0.0
701,0.0,0.0,0.0
751,0.0,0.0,0.0
801,0.0,0.0,0.0
851,0.0,0.0,0.0
901,0.0,0.0,0.0
951,0.0,0.0,0.0
1001,0.0,0.0,0.0
1051,0.0,0.0,0.0
1101,0.0,0.0,0.0
1151,0.0,0.0,0.0
1201,0.0,0.0,0.0
1251,0.0,0.0,0.0
1301,0.0,0.0,0.0
1351,0.0,0.0,0.0
1401,0.0,0.0,0.0
1451,0.0,0.0,0.0
1501,0.0,0.0,0.0
1551,0.0,0.0,0.0
1601,0.0,0.0,0.0
